,Source,Date,Text,Compound Score,Positive Score,Neutral Score,Negative Score,Tweets Ago
128,@CBS,Mon Dec 04 02:49:27 +0000 2017,RT @Mom101: I can't tell you the joy of seeing my 10yo laughing at this. Especially the Tim Conway dentist sketch.  #CarolBurnett50,0.7906,0.269,0.731,0.0,29
129,@CBS,Mon Dec 04 02:47:39 +0000 2017,"RT @AdeleAndMike: Thank You for bringing back such wonderful memories, the entire family would gather to watch, and we would then laugh abo…",0.8689,0.329,0.671,0.0,30
130,@CBS,Mon Dec 04 02:43:14 +0000 2017,RT @tessab13: The Siamese Elephants skit on the Carol Burnett show is such a classic and possibly my favorite. Loved Tim Conway! #CarolBurn…,0.8016,0.264,0.736,0.0,31
131,@CBS,Mon Dec 04 02:26:30 +0000 2017,RT @inezpanebianco: @OfficialBPeters and Carol Burnett reminiscing back on the carol burnett show is my idea of a perfect night ?? #CarolBu…,0.5719,0.156,0.844,0.0,32
132,@CBS,Mon Dec 04 02:22:42 +0000 2017,"What a performance by @OfficialBPeters, @KChenoweth, Carol Burnett, Steve Lawrence, and @StephenAtHome!… https://t.co/DqewQ6ASQp",0.0,0.0,1.0,0.0,33
133,@CBS,Mon Dec 04 02:12:59 +0000 2017,RT @jonjeffryes: Bob Mackie created 65 costumes a week for The Carol Burnett Show #CarolBurnett50,0.25,0.133,0.867,0.0,34
134,@CBS,Mon Dec 04 01:56:26 +0000 2017,RT @bmayberry92: Steve Carell with that video submission though! ? #carolburnett50,0.0,0.0,1.0,0.0,35
135,@CBS,Mon Dec 04 01:55:44 +0000 2017,She’s still got it! #CarolBurnett50 https://t.co/zTxZc5zrqP,0.0,0.0,1.0,0.0,36
136,@CBS,Mon Dec 04 01:43:24 +0000 2017,RT @BobMackie: Our friend Tim Conway never failed to make us laugh #CarolBurnett50,0.8591,0.487,0.513,0.0,37
137,@CBS,Mon Dec 04 01:33:37 +0000 2017,RT @bpeters99: #CarolBurnett50  Am I the Only one with tears in my eyes while I give a standing ovation from my couch? One of the most bril…,-0.2263,0.0,0.924,0.076,38
138,@CBS,Mon Dec 04 01:24:51 +0000 2017,RT @SuperJen1117: This show is awesome...Some of the funniest women together on one stage ???? #CarolBurnett50,0.5574,0.194,0.806,0.0,39
139,@CBS,Mon Dec 04 01:13:30 +0000 2017,These two are just like sisters ?? #CarolBurnett50 https://t.co/EPpyf2kOuV,0.3612,0.238,0.762,0.0,40
140,@CBS,Mon Dec 04 01:11:57 +0000 2017,RT @chattie: Watching #carolburnett50  can’t quit smiling. Brings me memories of watching on Saturday nights with my mom and grandma.,0.4588,0.136,0.864,0.0,41
141,@CBS,Mon Dec 04 01:05:31 +0000 2017,RT @DanRocks98: Settling in for the #CarolBurnett50 special. This lady is comedy gold! A true staple of my childhood.,0.807,0.356,0.644,0.0,42
142,@CBS,Mon Dec 04 01:00:09 +0000 2017,She’s back! Tune in now to see The Carol Burnett 50th Anniversary Special on CBS and CBS All Access. #CarolBurnett50 https://t.co/HhvRmT5AR0,0.4574,0.13,0.87,0.0,43
143,@CBS,Mon Dec 04 00:25:16 +0000 2017,"Due to #NFL football overrun #CBS is delayed 11 min in: 
Atlanta 
Baltimore 
Columbus
Cleveland 
Toledo
Detroit
Fli… https://t.co/oCkn11yJOR",-0.2263,0.0,0.905,0.095,44
144,@CBS,Sun Dec 03 20:00:02 +0000 2017,Relive the laughter and the magic in this star-studded tribute to everyone's favorite classic comedy show. Don't mi… https://t.co/WV6jxBnRAt,0.8271,0.352,0.648,0.0,45
145,@CBS,Sun Dec 03 18:44:14 +0000 2017,"Tonight, spend an evening together with Carol Burnett and celebrity friends as they celebrate The Carol Burnett 50t… https://t.co/uH2uM9cJFS",0.7783,0.286,0.714,0.0,46
146,@CBS,Sun Dec 03 17:32:01 +0000 2017,Carol Burnett credits the close-knit cast for the success of her show. Join her and original cast members Vicki Law… https://t.co/1rlNPUS5EJ,0.8658,0.386,0.614,0.0,47
147,@CBS,Sun Dec 03 13:00:04 +0000 2017,Carol Burnett and friends reflect on how the show became an instant classic that's still celebrated today! Join the… https://t.co/lZgVz9XSyM,0.8516,0.353,0.647,0.0,48
148,@CBS,Sun Dec 03 12:00:01 +0000 2017,"Tonight, celebrate with Carol Burnett, Vicki Lawrence, Lyle Waggoner &amp; more special guests! Find out how to watch T… https://t.co/Rhm6RJ34u2",0.7897,0.28,0.72,0.0,49
149,@CBS,Sat Dec 02 15:55:39 +0000 2017,Stream Indiana at Michigan LIVE today at 12:30PM ET with a 1-month FREE trial of #CBSAllAccess. Just use promo code… https://t.co/xRem3zSyEQ,0.6166,0.175,0.825,0.0,50
150,@CBS,Sat Dec 02 14:30:03 +0000 2017,Kristin Chenoweth (@KChenoweth) explains why audiences still crave Carol Burnett! Don't miss The Carol Burnett 50th… https://t.co/kM92NTtTfs,0.1867,0.098,0.902,0.0,51
151,@CBS,Sat Dec 02 13:00:07 +0000 2017,"Catch up on this amazing lineup of music specials! Here's how to watch Bruno Mars: 24K Magic Live at the Apollo, Th… https://t.co/Jit2CzZJCY",0.6996,0.179,0.821,0.0,52
152,@CBS,Sat Dec 02 12:00:03 +0000 2017,Missed Bruno Mars: 24K Magic Live at the Apollo? Keep up! Watch the full show: https://t.co/itXpGB5gRm #BrunoMars https://t.co/8yyQlC1LML,-0.3595,0.0,0.872,0.128,53
153,@CBS,Fri Dec 01 22:43:05 +0000 2017,Reminisce with these classic photos and get ready to relive the magic when The Carol Burnett 50th Anniversary Speci… https://t.co/yJQEzCjoSA,0.3612,0.116,0.884,0.0,54
154,@CBS,Fri Dec 01 22:15:28 +0000 2017,"RT @LivinBiblically: In the beginning, there was Chip. And lo! Chip had a revelation. #LivingBiblically is a new comedy premiering Monday,…",0.4199,0.134,0.866,0.0,55
155,@CBS,Fri Dec 01 21:00:12 +0000 2017,"Discover these pro football stars' off-the-field talents in MVP: Most Valuable Performer, airing Jan 25 on CBS! Fin… https://t.co/g8jSRW8mQf",0.7707,0.282,0.718,0.0,56
156,@CBS,Fri Dec 01 20:17:18 +0000 2017,"Find out when #BigBrother celebrity edition, #AmazingRace, #Survivor, new drama @instinctcbs and new comedy… https://t.co/4Psl74zcCB",0.0,0.0,1.0,0.0,57
157,@CBS,Fri Dec 01 19:32:18 +0000 2017,Actress @BethBehrs explains why Carol Burnett is her hero! Celebrate her lasting influence with The Carol Burnett 5… https://t.co/Lnt5P9jEu0,0.8221,0.309,0.691,0.0,58
158,@CBS,Fri Dec 01 18:40:34 +0000 2017,"RT @instinctcbs: New drama #Instinct, starring @Alancumming, premieres Sunday, March 11 on @CBS! https://t.co/aaL0JXpqav",0.0,0.0,1.0,0.0,59
159,@CBS,Fri Dec 01 18:16:37 +0000 2017,"RT @AmazingRaceCBS: On your marks... #AmazingRace returns Wednesday, January 3! https://t.co/XMSJSUymUZ",0.0,0.0,1.0,0.0,60
160,@CBS,Fri Dec 01 18:10:11 +0000 2017,RT @CBSBigBrother: Mark. Your. Calendars. The celebrity edition of #BigBrother premieres February 7! https://t.co/nP3Do6jTwM,0.0,0.0,1.0,0.0,61
161,@CBS,Fri Dec 01 14:00:04 +0000 2017,The Angels await you... catch up on the world's most celebrated fashion show now! Watch the full 2017… https://t.co/xfYDbEzpfX,0.6893,0.251,0.749,0.0,62
162,@CBS,Fri Dec 01 12:00:03 +0000 2017,"Comedy stars Amy Poehler, Bill Hader, @MayaRudolph &amp; @TraceeEllisRoss give the legendary Tarzan yell a try- but no… https://t.co/lrrHE2f9Nv",0.1901,0.093,0.907,0.0,63
163,@CBS,Fri Dec 01 01:31:30 +0000 2017,Action-adventure series 'Blood &amp; Treasure' has been picked up for broadcast in Summer 2019: https://t.co/gAjqbF5bYh https://t.co/3cTBH9AKFI,0.296,0.128,0.872,0.0,64
164,@CBS,Thu Nov 30 21:10:19 +0000 2017,Carol Burnett visited @TheTalkCBS to discuss how she got her start in show business! Watch The Carol Burnett 50th A… https://t.co/EyqmFWZHEC,0.0,0.0,1.0,0.0,65
165,@CBS,Thu Nov 30 20:54:39 +0000 2017,"The world's most beloved fairy tales are reimagined as a dark &amp; twisted psychological thriller in ""Tell Me A Story,… https://t.co/CytIswrRj1",0.6115,0.227,0.773,0.0,66
166,@CBS,Thu Nov 30 17:40:02 +0000 2017,RT @RansomCBS: #Ransom star @luke_j_roberts on set in Budapest for Season 2! https://t.co/rgC5ylqSMp,0.0,0.0,1.0,0.0,67
167,@CBS,Thu Nov 30 17:30:05 +0000 2017,Comic @JayLeno reflects on the major impression Carol Burnett left on him. Celebrate The Carol Burnett 50th Anniver… https://t.co/PIakndHJt1,0.6808,0.248,0.752,0.0,68
168,@CBS,Thu Nov 30 15:00:05 +0000 2017,"Watch #BrunoMars perform ""That's What I Like"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/hAFcB9HpE3 https://t.co/I7ZWHdDYCP",0.3612,0.135,0.865,0.0,69
169,@CBS,Thu Nov 30 12:00:03 +0000 2017,"Watch #BrunoMars perform ""24K Magic"" in Bruno Mars: 24K Magic Live at the Apollo: https://t.co/UgD4fC5cS6 https://t.co/iTGKJSbjwY",0.0,0.0,1.0,0.0,70
170,@CBS,Thu Nov 30 07:52:09 +0000 2017,Missed Bruno Mars: 24K Magic Live at the Apollo Theater? Keep up! Watch the full show: https://t.co/itXpGB5gRm… https://t.co/nkRMIUd2Df,-0.3595,0.0,0.872,0.128,71
171,@CBS,Thu Nov 30 04:09:55 +0000 2017,RT @CWatkinsTV: That. Was. Amazing! #BrunoMars,0.6239,0.45,0.55,0.0,72
172,@CBS,Thu Nov 30 04:00:27 +0000 2017,The stage is ?? #BrunoMars https://t.co/nykrDH46Bs,0.0,0.0,1.0,0.0,73
173,@CBS,Thu Nov 30 03:59:09 +0000 2017,RT @anitakearney65: I could watch this all night #Brunomars #BrunosTvSpecial so much fun to watch OMG,0.5542,0.204,0.796,0.0,74
174,@CBS,Thu Nov 30 03:55:37 +0000 2017,Everybody put your hands up! #BrunoMars https://t.co/jU7NyttAqv,0.0,0.0,1.0,0.0,75
175,@CBS,Thu Nov 30 03:51:38 +0000 2017,RT @Sara_nurse: My 2yr old niece heard @BrunoMars and is now up singing and dancing #BrunosTVSpecial #BrunoMars,0.0,0.0,1.0,0.0,76
176,@CBS,Thu Nov 30 03:44:54 +0000 2017,"RT @AllieNY86: His voice is mesmerizing 
#BrunoMars",0.0,0.0,1.0,0.0,77
177,@CBS,Thu Nov 30 03:37:13 +0000 2017,RT @BrunoMars: We love you MARY!!!! ?? #BrunosTvSpecial,0.7482,0.434,0.566,0.0,78
178,@CBS,Thu Nov 30 03:35:13 +0000 2017,RT @RDMichelleLNK: Loving a dose of #BrunoMars midweek. So amazing!,0.8513,0.542,0.458,0.0,79
179,@CBS,Thu Nov 30 03:33:32 +0000 2017,We’re only halfway into the show. Get ready for more of your favorite #BrunoMars tunes! https://t.co/BJh0PeX864,0.7232,0.302,0.698,0.0,80
180,@CBS,Thu Nov 30 03:23:03 +0000 2017,"When #BrunoMars tells you to pick up the phone, that’s exactly what you do. https://t.co/JZDS26h3lL",0.0,0.0,1.0,0.0,81
181,@CBS,Thu Nov 30 03:11:31 +0000 2017,RT @MargoSlade: Best way to relax after a hard day of work watching #BrunoMars on #BrunosTVSpecial my heart is the happiest,0.8979,0.394,0.557,0.049,82
182,@CBS,Thu Nov 30 03:09:54 +0000 2017,RT @Tiffany48184: Now that's how you open up a show!!!!! #BrunoMars,0.0,0.0,1.0,0.0,83
183,@CBS,Thu Nov 30 03:07:20 +0000 2017,RT if you’re ready to party with #BrunoMars!! https://t.co/o4qQoKOzgH,0.6988,0.452,0.548,0.0,84
184,@CBS,Thu Nov 30 03:06:38 +0000 2017,RT @BrunoMars: POP POP!!?? everyone tweet #BrunosTvSpecial! We on!!!! ?,0.0,0.0,1.0,0.0,85
185,@CBS,Thu Nov 30 03:03:15 +0000 2017,RT @Queentassia14: Bruno Mars Live at the Apollo!!!! Yeah I have to wake up at like 4 am for work.... but it's worth it. #BrunoMars #Brunos…,0.7067,0.246,0.754,0.0,86
186,@CBS,Thu Nov 30 03:02:34 +0000 2017,RT @asbstar30: BRUNO #BrunoMars,0.0,0.0,1.0,0.0,87
187,@CBS,Thu Nov 30 02:59:59 +0000 2017,"Get on your feet, and prepare to dance. #BrunoMars is hitting the stage! https://t.co/yOyq8JlMZj",0.0,0.0,1.0,0.0,88
188,@CBS,Thu Nov 30 02:45:03 +0000 2017,"Pop pop, it's showtime! Bruno Mars: 24K Magic Live at the Apollo starts at 10/9c on CBS, or try 1 month FREE of CBS… https://t.co/cpCSYDKieM",0.6514,0.158,0.842,0.0,89
189,@CBS,Thu Nov 30 00:06:05 +0000 2017,Calling all Bruno Mars' lovelies... don't miss Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c on CBS &amp; CB… https://t.co/nGOgukLMx9,0.1139,0.064,0.936,0.0,90
190,@CBS,Wed Nov 29 23:20:13 +0000 2017,You'll treasure this special night with #BrunoMars! Find out how to watch Bruno Mars: 24K Magic Live at the Apollo… https://t.co/qF2eRcJLSJ,0.6825,0.228,0.772,0.0,91
191,@CBS,Wed Nov 29 23:15:24 +0000 2017,RT @BrunoMars: Ladies put your hoops on tonight! Fellas break out that good cologne! #BrunosTvSpecial is airing on @CBS! What y’all trynna…,0.5826,0.152,0.848,0.0,92
192,@CBS,Wed Nov 29 23:14:57 +0000 2017,RT @YoungSheldon: Sheldon will do whatever it takes to get his hands on his own computer in tomorrow's all-new episode of #YoungSheldon! ht…,0.0,0.0,1.0,0.0,93
193,@CBS,Wed Nov 29 23:13:40 +0000 2017,RT @survivorcbs: What drama will ensue on back-to-back episodes of #Survivor tonight? Watch a sneak peek now: https://t.co/LHcxyClSw1 https…,0.0,0.0,1.0,0.0,94
194,@CBS,Wed Nov 29 22:34:56 +0000 2017,Discover every reason why #BrunoMars is 24K Magic! Watch Bruno Mars: 24K Magic Live at the Apollo tonight @ 10/9c o… https://t.co/oaPjvl3rSW,0.0,0.0,1.0,0.0,95
195,@CBS,Wed Nov 29 21:07:33 +0000 2017,Did you catch these tiny moments during the 2017 Victoria's Secret Fashion Show? Find out what you may have missed:… https://t.co/IIyupot9uU,0.0,0.0,1.0,0.0,96
196,@CBS,Wed Nov 29 20:41:13 +0000 2017,RT @funnyordie: Live! Watch Tim Meadows and Patrick Brammall of @NoActivityCBS play themselves in new 8-bit video game! https://t.co/nXCuHO…,0.4559,0.142,0.858,0.0,97
197,@CBS,Wed Nov 29 15:00:07 +0000 2017,The 'Only Angel' @Harry_Styles saw last night were the ones on the runway! Watch him perform at the #VSFashionShow:… https://t.co/na8GAiZwmS,0.0,0.0,1.0,0.0,98
198,@CBS,Wed Nov 29 12:00:06 +0000 2017,This entire collection is drop-dead gorgeous. See all the most sizzling looks from the 2017 #VSFashionShow:… https://t.co/zpTKXcm05r,0.6124,0.2,0.8,0.0,99
199,@CBS,Wed Nov 29 09:09:48 +0000 2017,"Stars @Miguel, @Harry_Styles, @leslieodomjr &amp; more set the tone for a truly incredible show! Watch all the musical… https://t.co/kmo4l3aGai",0.4926,0.158,0.842,0.0,100
200,@CNN,Thu Dec 14 04:55:05 +0000 2017,Members of Parliament have voted in favor of lawmakers approving the final Brexit deal and the UK's withdrawal from… https://t.co/FyQtgDlYOP,0.4215,0.174,0.826,0.0,1
201,@CNN,Thu Dec 14 04:48:12 +0000 2017,"Lisa McNair's sister was killed in the '63 Alabama Baptist Church bombing. Years later, then a US attorney, Doug Jo… https://t.co/7CiUn1agLm",-0.6705,0.0,0.809,0.191,2
202,@CNN,Thu Dec 14 04:46:06 +0000 2017,Credit card debt is on the rise. American households now pay an average of $904 a year in interest alone.… https://t.co/RLNnOy7SA6,0.4019,0.22,0.627,0.153,3
203,@CNN,Thu Dec 14 04:32:16 +0000 2017,"The window of a US Marine Corps helicopter fell off mid-flight onto a school playing field, slightly injuring a chi… https://t.co/rUE6n8tomi",0.2023,0.096,0.904,0.0,4
204,@CNN,Thu Dec 14 04:31:11 +0000 2017,These charts help to explain how Alabama elected a Democrat to the US Senate for the first time in 25 years… https://t.co/fB7bUOHwO6,0.4019,0.119,0.881,0.0,5
205,@CNN,Thu Dec 14 04:21:55 +0000 2017,"Alabama Senate candidate Roy Moore releases a new video statement, does not concede to Doug Jones… https://t.co/sZ9m8rIEdD",0.0,0.0,1.0,0.0,6
206,@CNN,Thu Dec 14 04:16:04 +0000 2017,These films are among the 25 additions this year to the National Film Registry of the US Library of Congress… https://t.co/XrSzttToZv,0.0,0.0,1.0,0.0,7
207,@CNN,Thu Dec 14 04:11:40 +0000 2017,"RT @CNNTonight: Alabama Senate candidate Roy Moore releases a new video statement, does not concede to Doug Jones https://t.co/LGeTyUu0MK h…",0.0,0.0,1.0,0.0,8
208,@CNN,Thu Dec 14 04:11:04 +0000 2017,"The White House and State Department both stated that the US is not ready to begin talks with North Korea, a day af… https://t.co/QV6ZgN0gCD",-0.2755,0.0,0.912,0.088,9
209,@CNN,Thu Dec 14 04:01:04 +0000 2017,Three Florida men seen in a viral video laughing and smiling as a shark gets dragged behind a high-speed boat have… https://t.co/KToLJD1Dto,0.7184,0.265,0.684,0.051,10
210,@CNN,Thu Dec 14 04:00:20 +0000 2017,"RT @OutFrontCNN: Omarosa Manigault - no longer a part of Donald Trump's White House. So, how did it all go down? April Ryan shares her insi…",0.0,0.083,0.833,0.083,11
211,@CNN,Thu Dec 14 03:46:06 +0000 2017,Target buys Shipt for $550 million with an eye on Amazon's push into same-day delivery https://t.co/yZPU8m4VkE https://t.co/gdIbqcfPWN,0.0,0.0,1.0,0.0,12
212,@CNN,Thu Dec 14 03:41:41 +0000 2017,How US and Asian democracies can counter China | @marcorubio writes for @CNNOpinion  https://t.co/VJuOSVUAoY https://t.co/4D4ZDAcdap,0.0,0.0,1.0,0.0,13
213,@CNN,Thu Dec 14 03:41:33 +0000 2017,RT @AC360: “The tweet that he did on Kirsten was really beyond the pale” - Sen. Mazie Hirono tells Anderson Cooper that President Trump's s…,0.0,0.0,1.0,0.0,14
214,@CNN,Thu Dec 14 03:32:32 +0000 2017,"""Your son Beau had the same cancer that my father was diagnosed with six months ago,"" Meghan McCain said to Joe Bid… https://t.co/C56mbcftyY",-0.6597,0.0,0.833,0.167,15
215,@CNN,Thu Dec 14 03:16:08 +0000 2017,"Margaret Mary Basco died on June 9, 2017. She's one of more than a million Americans, both dead and alive, whose id… https://t.co/yosUOcq70o",-0.743,0.088,0.644,0.268,16
216,@CNN,Thu Dec 14 03:03:22 +0000 2017,Chinese daredevil falls from roof top in the city of Changsha. But who is to blame? https://t.co/Sjt0Q6wCJ7 https://t.co/WSUxzDASwQ,-0.0258,0.159,0.725,0.116,17
217,@CNN,Thu Dec 14 03:01:08 +0000 2017,"The GOP doesn't want a shutdown, but no one can say how the showdown ends https://t.co/vTLmeIVML6 https://t.co/zvZhdhNhJ4",-0.4425,0.0,0.782,0.218,18
218,@CNN,Thu Dec 14 02:46:04 +0000 2017,How black voters boosted Doug Jones to a win in Alabama https://t.co/YhtnlXkYzx https://t.co/tDR6mMpV0m,0.743,0.387,0.613,0.0,19
219,@CNN,Thu Dec 14 02:32:23 +0000 2017,Heading to South Korea for the Pyeongchang Winter Olympics but a bit concerned about any potential language barrier… https://t.co/g67sktlHFB,0.0,0.0,1.0,0.0,20
220,@CNN,Thu Dec 14 02:25:36 +0000 2017,"Sen. Bernie Sanders has joined the list of lawmakers calling on President Trump to resign, citing the multiple alle… https://t.co/WLQnGy1QLB",-0.34,0.0,0.888,0.112,21
221,@CNN,Thu Dec 14 02:05:49 +0000 2017,"Stuart Stevens, former Mitt Romney campaign adviser, says the combination of Roy Moore and Steve Bannon was ""partic… https://t.co/J5esxl33iU",0.0,0.0,1.0,0.0,22
222,@CNN,Thu Dec 14 02:03:11 +0000 2017,"Bernie Sanders on the tax bill push: ""They are moving this at lightning speed because they don't want the American… https://t.co/T2RgouM7dN",-0.0572,0.0,0.942,0.058,23
223,@CNN,Thu Dec 14 01:45:36 +0000 2017,"Bernie Sanders on Donald Trump: ""Do I think the President should resign? I do. Do I think he will? I don't. But yes… https://t.co/R8sDkiXqQR",-0.4137,0.0,0.873,0.127,24
224,@CNN,Thu Dec 14 01:35:17 +0000 2017,"""Everybody knows exactly what he meant"": Bernie Sanders describes President Trump's tweet about Sen. Gillibrand as… https://t.co/XCO5WZD1OC",0.0,0.0,1.0,0.0,25
225,@CNN,Thu Dec 14 01:28:57 +0000 2017,"Bernie Sanders on Doug Jones' win: “Against all of the odds, Jones won because there was a very, very large turnout… https://t.co/Lj1hptFUA3",0.8176,0.283,0.717,0.0,26
226,@CNN,Thu Dec 14 01:24:42 +0000 2017,CNN's Anderson Cooper looks at President Trump's response to the Alabama Senate race https://t.co/lmjs1Tie15 https://t.co/m7k8u6h27f,0.0,0.0,1.0,0.0,27
227,@CNN,Thu Dec 14 01:12:46 +0000 2017,RT @OutFrontCNN: Democrat Rep. Jerrold Nadler: GOP trying to lay groundwork to fire Mueller https://t.co/YedhWTiZ32,-0.34,0.0,0.854,0.146,28
228,@CNN,Thu Dec 14 01:07:07 +0000 2017,"PBS has suspended distribution of Tavis Smiley's show amid ""troubling allegations"" against the host… https://t.co/qOkGAhzEar",-0.765,0.0,0.663,0.337,29
229,@CNN,Thu Dec 14 01:04:42 +0000 2017,Exclusive: A former senior aide to Rep. Blake Farenthold describes new details of the congressman’s abusive behavio… https://t.co/11k7f99RcR,-0.5719,0.072,0.725,0.203,30
230,@CNN,Thu Dec 14 01:04:08 +0000 2017,"The Senate race that unfolded might be a political case study in Murphy's Law: whatever could go wrong, did.

This… https://t.co/ws1Z54G8Og",-0.4767,0.0,0.86,0.14,31
231,@CNN,Thu Dec 14 00:57:04 +0000 2017,"The US will provide Lebanon with a military aid package valued at over $120 million, the US ambassador to Lebanon a… https://t.co/LFWK7QfaDO",0.4404,0.127,0.873,0.0,32
232,@CNN,Thu Dec 14 00:50:22 +0000 2017,"RT @CNNSitRoom: Joe Manchin on Robert Mueller: “I would hope to think he’s safe, if not, then pardon the expression, all hell would break l…",-0.193,0.174,0.629,0.197,33
233,@CNN,Thu Dec 14 00:42:53 +0000 2017,A small group of House Democrats have formed an informal task force on sexual harassment https://t.co/HIUI2iC7XF https://t.co/1ykVQJR5q7,-0.5423,0.0,0.811,0.189,34
234,@CNN,Thu Dec 14 00:41:53 +0000 2017,RT @cnnireport: The Geminid meteor shower is peaking tonight between 7:30 p.m. and 4 a.m. local time. See the show in the sky? Share your i…,0.296,0.084,0.916,0.0,35
235,@CNN,Thu Dec 14 00:38:24 +0000 2017,"Democrats want Sen.-elect Doug Jones to be seated before the tax vote. In 2010, Donald Trump supported letting newl… https://t.co/XtC2ZSFPGL",0.3818,0.167,0.833,0.0,36
236,@CNN,Thu Dec 14 00:15:13 +0000 2017,Exclusive: A former senior aide to Rep. Blake Farenthold describes new details of the congressman’s abusive behavio… https://t.co/yZFOZRe7Hc,-0.5719,0.072,0.725,0.203,37
237,@CNN,Thu Dec 14 00:06:48 +0000 2017,"British Prime Minister Theresa May has lost a key vote on the EU Withdrawal bill, her first serious parliamentary B… https://t.co/ObvOzOazNv",-0.3612,0.051,0.783,0.166,38
238,@CNN,Wed Dec 13 23:59:31 +0000 2017,"John McCain calls out Trump for his anti-media remarks, saying the President ""must understand his harmful rhetoric… https://t.co/beIB1lI3vY",0.0,0.0,1.0,0.0,39
239,@CNN,Wed Dec 13 23:50:11 +0000 2017,Recent anti-Muslim rhetoric from President Trump and administration policies such as the travel ban are making coun… https://t.co/2tucTlXUbW,-0.5574,0.0,0.825,0.175,40
240,@CNN,Wed Dec 13 23:45:12 +0000 2017,"Why President Trump's ""giant tax cut"" for the middle class is less than advertised https://t.co/q22lZbJhF9 https://t.co/rB51UwElp9",-0.2732,0.0,0.877,0.123,41
241,@CNN,Wed Dec 13 23:37:05 +0000 2017,"Sen. Joe Manchin on the tax bill push: ""We don't have a crisis on our hands. The market's stronger than ever. ... W… https://t.co/U0V4myXbmP",0.709,0.219,0.781,0.0,42
242,@CNN,Wed Dec 13 23:33:42 +0000 2017,Salma Hayek is breaking her silence about Harvey Weinstein in a New York Times op-ed detailing sexual harassment an… https://t.co/V5ieU0eZG2,-0.5423,0.0,0.837,0.163,43
243,@CNN,Wed Dec 13 23:33:17 +0000 2017,"Sen. Joe Manchin on the tax bill: There were 15 Democrats who wanted to be a part of this, but ""it was designed not… https://t.co/WcIj1ltx1V",0.0,0.0,1.0,0.0,44
244,@CNN,Wed Dec 13 23:23:07 +0000 2017,"Sen. Joe Manchin on the Doug Jones win: ""I just told Doug to be an Alabama Democrat. You don't have to be a Washing… https://t.co/fdjdjEiJB6",0.5859,0.142,0.858,0.0,45
245,@CNN,Wed Dec 13 23:20:18 +0000 2017,A House Democrat stunned lawmakers when she suggested female lawmakers were inviting unwanted advances because of t… https://t.co/z8aQkuCSDs,0.0,0.117,0.714,0.168,46
246,@CNN,Wed Dec 13 23:19:38 +0000 2017,"Sen. Joe Manchin on the Doug Jones win: ""This speaks volumes for what we call the radical middle -- those of us sti… https://t.co/Gumvfr3KLm",0.5859,0.142,0.858,0.0,47
247,@CNN,Wed Dec 13 23:14:44 +0000 2017,RT @CNNSitRoom: Tillerson says US is ready to sit down and talk to North Korea with no preconditions: “Can we at least sit down and see eac…,0.0772,0.084,0.842,0.074,48
248,@CNN,Wed Dec 13 23:13:12 +0000 2017,The Federal Reserve has raised interest rates one notch higher as the US economy continues to get healthier… https://t.co/PeCufbiRVs,0.4588,0.143,0.857,0.0,49
249,@CNN,Wed Dec 13 23:05:59 +0000 2017,The New York bombing suspect made his first court appearance from a hospital bed https://t.co/SyD7dhcDAL,-0.296,0.0,0.855,0.145,50
250,@CNN,Wed Dec 13 22:58:59 +0000 2017,"The Federal Reserve chair isn't buying into the hype of Bitcoin's wild rally, calling it a ""highly speculative asse… https://t.co/4APUVYJKl1",0.1761,0.086,0.914,0.0,51
251,@CNN,Wed Dec 13 22:52:11 +0000 2017,President Donald Trump invited Democratic Senator-elect Doug Jones to the White House in a congratulatory phone cal… https://t.co/RSkPDp1VjE,0.0,0.0,1.0,0.0,52
252,@CNN,Wed Dec 13 22:45:39 +0000 2017,"Former House Speaker Dennis Hastert can't be alone with children, a judge has ruled in a hush money case related to… https://t.co/AO7uzQ7GM1",0.1877,0.084,0.916,0.0,53
253,@CNN,Wed Dec 13 22:39:37 +0000 2017,These films are among the 25 additions this year to the National Film Registry of the US Library of Congress… https://t.co/62VGKxlmmj,0.0,0.0,1.0,0.0,54
254,@CNN,Wed Dec 13 22:33:16 +0000 2017,"First lady Melania Trump delivers a holiday message while visiting with military families: Christmas is ""not about… https://t.co/hSHROC3oKY",0.4019,0.144,0.856,0.0,55
255,@CNN,Wed Dec 13 22:26:38 +0000 2017,The Republican-led FCC is scheduled to vote Thursday on a controversial plan to repeal Obama-era net neutrality pro… https://t.co/PxZVY6U9TD,-0.2023,0.0,0.904,0.096,56
256,@CNN,Wed Dec 13 22:12:40 +0000 2017,"""Mannequin Skywalker"" makes a test flight into space on a Blue Origin rocket https://t.co/BkViqqvqcD https://t.co/6j12CYotsX",0.0,0.0,1.0,0.0,57
257,@CNN,Wed Dec 13 22:06:01 +0000 2017,"The Navajo Nation has sued Wells Fargo, claiming the bank targeted tribal members with ""predatory sales tactics""… https://t.co/lSF9x98E9h",0.25,0.105,0.895,0.0,58
258,@CNN,Wed Dec 13 21:51:19 +0000 2017,RT @CNNPolitics: Black voters turned out for Doug Jones https://t.co/WtNWgL0FuU https://t.co/4wVNHuC1W8,0.0,0.0,1.0,0.0,59
